entity,category,node_type,pagerank,degree,country
"""Centre D' Affaires Internationales"" (Asia) Ltd",Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
€-CONOMBOX S.A,Pandora Papers,[Entity],0.277782082557678,0,NULL
ŽARKO DAMJANAC,Pandora Papers,[Officer],0.150000005960464,1,NULL
"1 CHARLES ST SOUTH PH1B, INC",Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
100 NEW BRIDGE STREET LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
101XP.COM LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
101XP.COM LIMITED,Pandora Papers,[Entity],0.277782082557678,0,NULL
109 BAKER STREET LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
119 BERKELEY COURT LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
12c Wentworth Villa NW11 Ltd.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
130 SHAFTESBURY AVENUE LTD,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
139 WESTAR HOUSE MARYLEBONE LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
1833 MicroEconomy Limited,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
18NY HOLDING LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
18NY HOLDING LIMITED,Pandora Papers,[Entity],0.28812500834465,0,NULL
1936 Holdings Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
21C ADVISORY LTD,Pandora Papers,[Entity],1.04250001907349,0,British Virgin Islands
230 VAUXHALL BRIDGE ROAD LTD,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
24 Melton Court Ltd.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
2a Limited,Pandora Papers,[Entity],0.277782082557678,0,NULL
2M EXECUTIVE AVIATION LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
360 DIGITAL BYTES INC,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
3C-Hospitality Ltd,Pandora Papers,[Entity],0.277782082557678,0,NULL
3E & S Group Ltd.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
3J LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
3L ENGINEERING LTD,Pandora Papers,[Entity],0.192499995231628,0,British Virgin Islands
3L ENGINEERING LTD,Pandora Papers,[Entity],0.234999999403954,0,British Virgin Islands
3MSGLOBAL CORP,Pandora Papers,[Entity],0.277782082557678,0,NULL
"3PL LOGISTICS, INC",Pandora Papers,[Entity],0.405000001192093,0,NULL
4 Flats Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
4 Me Corporation,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
4 Wood Ltd.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
4 YOU CORPORATION,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
414/1127 MINORITY HOLDINGS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
44 BROOK GREEN LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
4CAST CONSULTING CORPORATION,Pandora Papers,[Entity],0.277782082557678,0,NULL
4G CAPITALS LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
4i Capital Partners Limited,Pandora Papers,[Entity],0.27794736623764,0,NULL
4i Capital Partners Limited,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
4I LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
4Mares Group Holdings Ltd.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
5 Argyll Road Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
5 Star Hotel Management Solution and Project Management Ltd,Pandora Papers,[Entity],0.277782082557678,0,NULL
51 Red Balloons Holdings Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
53 CHALK FARM ROAD LIMITED,Pandora Papers,[Entity],0.192499995231628,0,British Virgin Islands
53 CHALK FARM ROAD LIMITED,Pandora Papers,[Entity],0.234999999403954,0,British Virgin Islands
"5M – Manufacturaçao, Metodologia, Meios, Management and Marketing Limited",Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
606 FOUNDATION,Pandora Papers,[Entity],0.278220325708389,0,NULL
69 BERKELEY COURT INVESTMENTS LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
71 BERKELEY COURT LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
72H Ltd.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
8 Elos Finest Jewelry Limited,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
8 PI SERVICES CORP,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
80 Bulk Limited,Pandora Papers,[Entity],0.277782082557678,0,NULL
9 SPRINGS RANCH LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
900 BISCAYNE INVESTMENT LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
99 Madison Ltd,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
99 STRATFORD REAL ESTATE LTD,Pandora Papers,[Entity],0.192499995231628,0,British Virgin Islands
99 STRATFORD REAL ESTATE LTD,Pandora Papers,[Entity],0.234999999403954,0,British Virgin Islands
A & D CORPORATION,Pandora Papers,[Entity],0.291666656732559,0,NULL
A & S INTERNATIONAL SERVICES LTD,Pandora Papers,[Entity],0.406356394290924,0,NULL
A A INTERNATIONAL INVESTMENT CORPORATION,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
A H A ALBAGHLI FADHEL,Pandora Papers,[Officer],0.150000005960464,2,NULL
A TRIPLE TRADING LTD.,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
A&A LIMITED CORP,Pandora Papers,[Officer],0.150000005960464,1,NULL
A&C FOUNDATION,Pandora Papers,[Entity],0.283571422100067,0,NULL
A&M Corporate Limited,Pandora Papers,[Entity],0.405282080173492,0,NULL
A&V IMPORT EXPORT CO LTD,Pandora Papers,[Entity],0.660000026226044,0,British Virgin Islands
A. FINGAL ALFIN FIDUCIARY SERVICES,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
A.C. BELL PRODUCTIONS LIMITED,Pandora Papers,[Officer],0.150000005960464,1,NULL
A.F. INTERNATIONAL CORP.,Pandora Papers,[Entity],0.660000026226044,0,British Virgin Islands
A.H.KELLE FAMILY FOUNDATION,Pandora Papers,[Entity],0.283295452594757,0,NULL
A.K.I. PHARMA LTD.,Pandora Papers,[Entity],0.213750004768372,0,British Virgin Islands
A.L.M. INVESTMENTS LTD,Pandora Papers,[Entity],0.405000001192093,0,NULL
A.L.M. INVESTMENTS LTD.,Pandora Papers,[Entity],0.915000021457672,0,British Virgin Islands
"A.M.G. SERVICES INC, LTD.",Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
A.O. GLOBAL LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
A.P.C. Financial Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
A2 CAPITAL PARTNERS LIMITED,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
A2I INTERNATIONAL LTD,Pandora Papers,[Entity],0.213750004768372,0,British Virgin Islands
A2I INTERNATIONAL LTD,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
A2I INTERNATIONAL LTD,Pandora Papers,[Entity],0.341250002384186,0,British Virgin Islands
A2S PTE LTD.,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
A3R ENTERPRISES LTD.,Pandora Papers,[Entity],0.660000026226044,0,British Virgin Islands
AA CORPORATE MANAGEMENT,Pandora Papers,[Intermediary],0.150000005960464,5,NULL
AA MANAGEMENT HOLDINGS LIMITED,Pandora Papers,[Officer],0.150000005960464,1,NULL
AAI Technologies Ltd,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
AAKASHDEEP,Pandora Papers,[Officer],0.150000005960464,1,NULL
AALAA AL-ESSA,Pandora Papers,[Officer],0.150000005960464,2,NULL
AARON COHEN R,Pandora Papers,[Officer],0.150000005960464,1,NULL
Aaron International Corporation,Pandora Papers,[Entity],0.277782082557678,0,NULL
AARON INVESTMENTS HOLDINGS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
AARON JOSE SALMUN FEIJOO,Pandora Papers,[Officer],0.150000005960464,1,NULL
AARON LAUTERBACH,Pandora Papers,[Officer],0.150000005960464,1,NULL
AARON MICHAEL THOMPSON,Pandora Papers,[Officer],0.150000005960464,2,NULL
AARON REID HUBBARD,Pandora Papers,[Officer],0.150000005960464,2,NULL
AARON TYSON LAUTERBACH,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABACO INVESTMENTS TRADING LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABACUS FINANCIAL SERVICES LIMITED,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
ABACUS LIMITED,Pandora Papers,[Intermediary],0.150000005960464,4,NULL
ABACUS SECURITIES LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABAEV KHAIRBEK,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABAIDA AL GIBAWI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABAKAN ENTERPRISES LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABALOSEDA LIMITED,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABANICO LTD. S.A,Pandora Papers,[Entity],0.558000028133392,0,NULL
Abatar Real Estate Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBAS HYDER BILGRAMI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABBEHVILLE CORP.,Pandora Papers,[Entity],0.660000026226044,0,British Virgin Islands
ABBEY LODGE ASSETS 2 LTD,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBEY LODGE ASSETS 3 LIMITED,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
ABBEY LODGE ASSETS LIMITED,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
ABBEY ROAD ASSETS LIMITED,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
ABBEYFORD OVERSEAS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBEYHILL INTERNATIONAL LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBEYTOWN PROPERTIES LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBIWAY INVESTMENTS LTD,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
Abbots Holding Corporation,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABBOTSWOOD INTERNATIONAL LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBOTT & WINKFIELD LTD,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABBOTT LABORATORIES,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
ABBOTT LABORATORIES,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABBRACCI LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABC COMPANY S.A,Pandora Papers,[Entity],0.341250002384186,0,NULL
ABC COMPANY S.A.,Pandora Papers,[Intermediary],0.150000005960464,2,NULL
ABC HOLDINGS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABDALLA DARWICHE,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDALLAH HATHOUT,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDALLAH JAWAD SLAOUI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDEL RAOUF ANWAR ABDULLAH SAWALMEH,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDEL-RAHIM NIZAR ABDEL-RAHIM JARDANEH,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDELAZIZ GRINE,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDELGHANI KHALAF ALMANASEER,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDELJALIL ARIJ,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDELKARIM A S KABARITI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDELKARIM A.S. KABARITI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDELWAHAB MOHAMED TAWFIK,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDENACER KALLI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDRAKHIM IBRAGIMOV,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL EHSAN MOHMAND,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL GAFFAR IBRAHIM,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL HAFIZ DARWICHE,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL KARIM CHEHAB MENGUE LEMIR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL LATIF YOUNIS,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL MAJID IBRAIMO,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL MEKHTIEV,Pandora Papers,[Officer],0.150000005960464,1,NULL
Abdul Mohsin Al Rossais Investment Company Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
Abdul Mohsin Alsaad Al Rossais Company Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABDUL MUNE'M QAIS ABDUL MUNE'M AL ZAWAWI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL RAHMAN MAHMOUD AL-HUSARI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUL-AZIZ UBA DANGOTE,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULAZIZ KHANSAHEB,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULAZIZ KHANSAHEB HUSSAIN ABDULRAHMAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULAZIZ SALEH A. AL OMAIR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULAZIZ SALEH A. ALOMAIR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULHADI AL-BAHRANI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULHAMID ALABDULLAH AL YOUNES,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULHAMID MOHAMMED SAEED ALAHMADI,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABDULJABBAR ABDULLA ALI GARGASH,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLA FAHAD A.T. AL-THANI,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABDULLA MOHAMMED SALEH,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLAH AL SHARIF AL HUSSEIN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLAH AL SHARIF AL HUSSEIN,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABDULLAH HASHWANI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLAH MOHAMMED A. ALOTHMAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLAH MUSHABAB ALI ALSHIHRI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLAH VARDAR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLATEEF A. A. ALTAMMAR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULLO KURBANOV,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULMOHSEN MOHAMMED A. ALOTHMAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULRAHMAN AL ZAMIL,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULRAHMAN HAMED RASHED A. RAHMAN ALZAYANI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULRAHMAN MAJID BIN KHALID RASHID ALZAYANI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULRAHMAN MOHAMED BUKHATIR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULRAHMAN MURTAZA ABDULRAHIM ALANSARI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULRAHMAN SALEH A ALGHAMDI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDULSAHIB HUSSAIN RIDHA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDUMALIK MIRAKHMEDOV,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABDURAKHMON KHOLOVICH ATAVULOEV,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABED M. ELMANASEER ALKAKIM KHALAF,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABEL AUGUSTO GOMES DE SOUSA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABEL GARCIA CASTAÑEDA,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
ABEL GARCIA CASTAÑEDA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABEL MAXIMILIANO KEURIKIAN,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABEL TERRUGGI LEOPOLDINO,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABELARDO MAURICIO RIBEIRO GARCIA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABELEC INTERNATIONAL S.A.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABELGEM INTERNATIONAL LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABELINE TRAUB,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABELSON ENTERPRISES  LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABELTON HOLDINGS LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABEN OIL LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABER OVERSEAS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABERCORN FINANCE LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABERDARE LIMITED,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABERDEEN CONSULTANTS LIMITED,Pandora Papers,[Entity],0.787500023841858,0,British Virgin Islands
ABERFOYLE TRADING LIMITED,Pandora Papers,[Entity],0.915000021457672,0,British Virgin Islands
ABERGATE INTERNATIONAL LTD.,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABERGELD INVESTMENTS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
Abernet Holdings Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
Aberon International Inc.,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABERTAFF INVESTMENTS LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABEWICK INVESTMENTS S.A,Pandora Papers,[Entity],0.341250002384186,0,NULL
ABHIJEET MAYENK,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABI JABER NABIL,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABI JACOBO TOLEDANO MILGRAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABIGTON HOLDINGS LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABILIO AUGUSTO FERREIRA DE LEMOS DE ALMEIDA GOMES,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABIMBOLA HOLLOWAY,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABIMBOLA KEHINDE GBAJABIAMIALA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABIMBOLA OLUFUNKE NWOKOLO,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABINGDON PB HOLDINGS LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABINGDONWOOD INTERNATIONAL LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABINGER CORP,Pandora Papers,[Entity],0.405000001192093,0,NULL
ABINGER TRADING S.A.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABINVEST CORPORATION,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
ABIODUN OLUDOLA AWOSIKA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABJJAD LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABLANTIS HEALTHCARE INTERNATIONAL INCORPORATED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABLE PARTNER INTERNATIONAL LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABOISSA HOLDINGS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABOLINE LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABOMEY FINANCE LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
"ABOTT PROPERTIES, S.A",Pandora Papers,[Entity],0.341250002384186,0,NULL
ABOUL NASR BASSATNE KASSEM,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABOULQASSIM ALTAHIR ALSHAYBANI ABRAHEEM,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM ABEKASIS,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM ABEN MOHA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM ALBERTO BOUZAGLOU,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM ALBERTUS BORNMAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM ARTHUR GOUDSMIT,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM BENZAQUEN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM BENZAQUEN BELILTY,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM COHEN LEVY,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM DE CANDIDO GALLINA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM DE LA ROSA GALOPA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM HALFON BENTATA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM HAZOURY,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM ISAAC WAINBERG FLEISCHMAN,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABRAHAM JALFON BENTATA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM JORGE HAZOURY TORAL,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM KOGAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM LEVY MILHEM,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
ABRAHAM LEVY MILHEM,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM LEVY MILHEN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM MAX WAJSBROT,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM MINSKI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM NIR AMIHAI AMAR,Pandora Papers,[Officer],0.150000005960464,2,NULL
ABRAHAM RAZU DAJER,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM RUBEN RAIS ZUCHIN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAHAM SCHAPIRO WURMAN,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAM NANIKASHVILI,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABRAMO ALBERTO MODIANO,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABROSIMOV YUIRY IVANOVICH,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABROTEA INVEST Limited,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ABSHERON OPERATING COMPANY LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABSHERON OPERATING COMPANY LIMITED,Pandora Papers,[Entity],0.532947361469269,0,NULL
Absheron Petroleum Company Ltd,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
Absheron Petroleum Company Ltd,Pandora Papers,[Entity],0.660447359085083,0,NULL
Absolut Holding Limited,Pandora Papers,[Entity],0.405282080173492,0,NULL
ABSOLUTE DEVELOPMENT & FINANCE LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABSOLUTE TRANSPORT INC.,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
ABU DHABI ASSET MANAGEMENT LTD,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ABU INU-UMORU,Pandora Papers,[Officer],0.150000005960464,1,NULL
ABY LEON ELGALY ZEITOUNI,Pandora Papers,[Officer],0.150000005960464,1,NULL
AC International Ltd.,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
ACA OVERSEAS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACA TITLE COMPANY LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACACIA TRADING INTERNATIONAL LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACACIA TRADING S.A,Pandora Papers,[Entity],0.281484365463257,0,NULL
ACACIO FAUSTINO RODRIGUEZ GARCIA,Pandora Papers,[Officer],0.150000005960464,1,NULL
ACACIO MIGUEL LOPEZ,Pandora Papers,[Officer],0.150000005960464,1,NULL
ACACIO MIGUEL LOPEZ JUNIOR,Pandora Papers,[Officer],0.150000005960464,1,NULL
ACAI HOLDINGS LTD.,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACANTHES HOLDINGS LIMITED,Pandora Papers,[Entity],0.281041651964188,0,NULL
ACANTHES HOLDINGS LIMITED,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ACCELERATION OVERSEAS LTD,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ACCENT WEALTH DEVELOPMENT Limited,Pandora Papers,[Entity],0.660282075405121,0,NULL
ACCENTWARD LIMITED,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACCES INTERNATIONAL,Pandora Papers,[Intermediary],0.150000005960464,38,NULL
ACCESS COMPANY FORMATIONS LTD.,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
Accette Warranty Holdings Limited,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACCORD BROOK S.A,Pandora Papers,[Entity],0.281041651964188,0,NULL
ACCURATE LIMITED,Pandora Papers,[Entity],0.277782082557678,0,NULL
ACCURATE LIMITED,Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ACCUSYS TECHNOLOGY SOCIEDAD DE REPONSABILIDAD LIMITADA,Pandora Papers,[Entity],0.660000026226044,0,NULL
ACE EDUTAINMENT APPS INC,Pandora Papers,[Entity],0.277500003576279,0,British Virgin Islands
ACELINK TRADING LIMITED,Pandora Papers,[Entity],0.406356394290924,0,NULL
ACEMAR INTERNATIONAL LTD,Pandora Papers,[Entity],0.660000026226044,0,British Virgin Islands
ACEREAL DE PANAMA S.A,Pandora Papers,[Entity],0.405000001192093,0,NULL
ACEREAL PANAMA S.A.,Pandora Papers,[Intermediary],0.150000005960464,1,NULL
"ACERO MARINE SHIPYARDS, DRYDOCKS & INDUSTRIES LTD.",Pandora Papers,[Entity],0.405000001192093,0,British Virgin Islands
ACEROS LAMINADOS C.A.,Pandora Papers,[Intermediary],0.150000005960464,7,NULL
ACEROWOOD INTERNATIONAL LIMITED,Pandora Papers,[Entity],0.532500028610229,0,British Virgin Islands
